Firmnav ID;Rating;AI search
NO893905952;1.0;Initial
DK83090413;1.0;Initial
SE5568356322;1.0;Initial
SE5567738249;1.0;Initial
SE5567608475;1.0;Initial
DK36909293;1.0;Initial
DK32942342;1.0;Initial
FI09565382;1.0;Initial
SE5567625776;1.0;Initial
SE5569726705;1.0;
SE5566847397;1.0;
SE5567556302;1.0;
SE5568714017;1.0;
SE5569047607;1.0;
SE5567172084;0.0;
SE5569086282;0.0;
SE5567909428;1.0;
SE5567792741;0.0;
SE5569203739;1.0;
SE5590204680;1.0;
SE5569062820;0.0;
SE5566797956;0.0;
SE5566996178;1.0;
SE5568945231;1.0;
DK34717982;0.0;
SE5567042410;1.0;
SE5565951505;0.0;
SE5564277555;0.0;
SE5567082317;1.0;
FI06306035;0.0;
SE5562891308;0.0;
SE5566270251;0.0;
SE5564622198;0.0;
SE5567983431;1.0;
SE5566460936;0.0;
SE5567506448;0.0;
SE5566285408;0.0;
SE5567142756;0.0;
SE5566096672;0.0;
SE5561046706;0.0;
DK29804095;1.0;
SE5567081483;0.0;
SE5560389321;1.0;
SE5569827115;1.0;
FI27654725;0.0;
SE5563923332;0.0;
SE5568275746;1.0;
SE5565934386;0.0;
SE5563950400;0.0;
FI07633521;0.0;
SE5569625345;;
SE5566166954;;
SE5567290316;;
SE5567645246;;
FI20057856;;
DK35650679;;
SE5568024888;;
FI04149355;;
SE5592070634;;
SE5567865943;;
SE5560131459;;
SE5569931610;;
SE5590165154;;
SE5563825057;;
SE5563004810;;
SE5568536865;;
SE5566240957;;
SE5567316236;;
SE5591985030;;
SE5568849920;;
FI14737986;;
SE5566494422;;
FI05512515;;
SE5567160303;;
SE5568550924;;
FI02513379;;
SE5590625488;;
SE5569889313;;
SE5568818750;;
DK31251818;;
SE5564825544;;
SE5565137634;;
SE5562666049;;
FI21904084;;
SE5568025760;;
FI22575817;;
FI22001717;;
FI19613309;;
SE5564100112;;
SE5562423797;;
SE5568839087;;
SE5564095353;;
SE5561635870;;
SE5562769363;;
SE5564995198;;
SE5569220444;;
SE5564919511;;
SE5567045686;;
SE5566046305;;
SE5569527707;;
SE5566228929;;
SE5564852126;;
FI28015204;;
SE5567571889;;
SE5566752142;;
SE5590732557;;
SE5568803018;;
SE5560610817;;
SE5562595875;;
SE5566960141;;
FI08310927;;
SE5591499248;;
SE5565994463;;
SE5565418653;;
SE5565800835;;
SE5563793081;;
SE5568590938;;
SE5590390521;;
SE5567118202;;
FI19941986;;
SE5564649001;;
SE5561225904;;
SE5564484565;;
SE5563611887;;
SE5590017231;;
SE5562752898;;
DK36085118;;
FI24395203;;
SE5566593868;;
SE5565584413;;
SE5568329386;;
SE5567703573;;
SE5565268785;;
SE5591712772;;
SE5566856000;;
SE5566082268;;
SE5562712728;;
SE5592322019;;
SE5567430417;;
SE5592326069;;
SE5565410395;;
DK34889821;;
SE5564319019;;
SE5562400738;;
FI27071589;;
SE5561912568;;
SE5567631063;;
SE5566053996;1.0;
SE5566308986;1.0;
SE5567865943;0.0;
SE5567232912;1.0;
SE5561595819;0.0;
SE5563427698;0.0;
SE5567537799;1.0;
SE5560609405;0.0;
SE5566153408;0.0;
SE5561701532;0.0;
SE5566201876;0.0;
SE5568693518;0.0;
SE5562351907;1.0;
SE5568590938;1.0;
SE5563243152;0.0;
SE5567508071;0.0;
SE5563519163;0.0;
SE5561894493;0.0;
SE5562666049;0.0;
SE5566261920;0.0;
SE5563356301;0.0;
SE5567867352;0.0;
SE5566280557;0.0;
SE5561810572;0.0;
SE5590736681;0.0;
SE5567255699;0.0;
SE5564092673;0.0;
SE5561980128;0.0;
SE5566054606;0.0;
SE5563904837;0.0;
SE5565815023;0.0;
SE5590354865;0.0;
SE5568061088;0.0;
SE5564556248;0.0;
SE5565306197;0.0;
SE5569951568;0.0;
SE5568533854;0.0;
SE5565640249;0.0;
SE5569434201;0.0;
SE5560610817;0.0;
SE5562185230;0.0;
SE5561331637;0.0;
SE5568225253;0.0;
SE5566040738;0.0;
SE5563076867;0.0;
SE5561174920;0.0;
SE5569691040;0.0;
SE5566625140;0.0;
SE5566783535;0.0;
SE5566734355;0.0;
SE5563715126;0.0;
FI07975695;0.0;
SE5569526071;0.0;
SE5563372381;0.0;
SE5566097837;0.0;
SE5567407472;0.0;
SE5590018122;0.0;
SE5565119210;0.0;
SE5566747456;0.0;
SE5560341561;0.0;
SE5561961599;0.0;
SE5566746250;0.0;
SE5568563034;0.0;
SE5565219721;0.0;
SE5563058352;0.0;
SE5560788886;0.0;
SE5563004810;0.0;
SE5590921341;0.0;
SE5561145763;0.0;
SE5568873904;0.0;
SE5561043539;0.0;
